time,d2m,msdwswrf,ssrd,t2m,tcc,tp,u10,v10
2019-01-08 18:00:00,238.70361,,2.0,241.9014,,5.227048e-06,0.0023023784,-0.9912868
2019-01-08 19:00:00,238.57729,,2.0,241.7797,,6.2724575e-06,-0.019524574,-1.0405653
2019-01-08 20:00:00,238.30022,,2.0,241.5111,,1.4901161e-07,-0.04845941,-1.0375165
2019-01-08 21:00:00,238.15019,,2.0,241.37355,,2.9848889e-07,-0.034558117,-1.0368942
2019-01-08 22:00:00,238.12794,,2.0,241.35411,,8.959323e-07,0.024380922,-1.0968125
2019-01-08 23:00:00,238.00735,,2.0,241.23672,,1.7918646e-06,0.095397115,-1.167868
2019-01-09 00:00:00,237.99802,,2.0,241.22952,,3.135763e-06,0.12665933,-1.2144089
2019-01-09 01:00:00,237.89752,,2.0,241.13374,,5.227048e-06,0.14609599,-1.2106756
2019-01-09 02:00:00,237.60896,,2.0,240.8601,,8.363277e-06,0.24327937,-1.2170221
2019-01-09 03:00:00,237.65132,,2.0,240.91267,,1.1648517e-05,0.28536066,-1.206818
2019-01-09 04:00:00,237.44603,,2.0,240.7204,,1.5233178e-05,0.27064165,-1.1735923
2019-01-09 05:00:00,237.14598,,2.0,240.43811,,1.9115862e-05,0.24768248,-1.087355
2019-01-09 06:00:00,236.85025,,2.0,240.1551,,2.2700056e-05,0.2344102,-1.03061
2019-01-09 07:00:00,236.53801,,2.0,239.84978,,2.6583206e-05,0.18352261,-0.95432794
2019-01-09 08:00:00,236.14537,,2.0,239.48468,,2.9569957e-05,0.13546559,-0.90442723
2019-01-09 09:00:00,235.85466,,2.0,239.2204,,3.195973e-05,0.05444801,-0.7999593
2019-01-09 10:00:00,235.77713,,2.0,239.13686,,3.3154618e-05,-0.022103548,-0.7158375
2019-01-09 11:00:00,235.60414,,2.0,238.98059,,3.434904e-05,-0.117903054,-0.60010767
2019-01-09 12:00:00,235.43906,,2.0,238.82144,,3.5991892e-05,-0.20709787,-0.47392488
2019-01-09 13:00:00,235.25099,,2.0,238.63853,,3.7485268e-05,-0.2723271,-0.3674659
2019-01-09 14:00:00,234.86913,,2.0,238.28207,,4.0770974e-05,-0.31447133,-0.39465618
2019-01-09 15:00:00,234.81528,,2.0,238.21727,,4.405668e-05,-0.33824822,-0.34052452
2019-01-09 16:00:00,234.81528,,2.0,238.21727,,4.7491398e-05,-0.3844182,-0.30201015
2019-01-09 17:00:00,234.85333,,2.0,238.25687,,5.0329138e-05,-0.39699855,-0.25627822
2019-01-09 18:00:00,234.89854,,2.0,238.31232,,5.4660253e-05,-0.43725574,-0.23331891
2019-01-09 19:00:00,234.52242,,2.0,237.9609,,5.899137e-05,-0.4814757,-0.20880412
2019-01-09 20:00:00,233.85703,,2.0,237.32648,,4.1811727e-06,-0.5322375,-0.16842313
2019-01-09 21:00:00,234.0494,,2.0,237.49066,,9.707175e-06,-0.56035465,-0.123935595
2019-01-09 22:00:00,234.77509,,2.0,238.17766,,1.6875565e-05,-0.55557406,-0.078950316
2019-01-09 23:00:00,235.2962,,2.0,238.6875,,2.5388319e-05,-0.5440631,-0.016418893
2019-01-10 00:00:00,235.82092,,2.0,239.1779,,3.4946483e-05,-0.49669796,-0.053315543
2019-01-10 01:00:00,235.98674,,2.0,239.32768,,4.330976e-05,-0.46795183,-0.10682501
2019-01-10 02:00:00,235.24669,,2.0,238.64285,,4.988117e-05,-0.54311955,-0.11422923
2019-01-10 03:00:00,235.31415,,2.0,238.69327,,5.540671e-05,-0.5666448,-0.079261415
2019-01-10 04:00:00,235.39096,,2.0,238.76096,,6.003678e-05,-0.5799171,-0.038444884
2019-01-10 05:00:00,235.26678,,2.0,238.64934,,6.421842e-05,-0.5823703,-0.057857625
2019-01-10 06:00:00,235.22371,,2.0,238.62485,,6.8698544e-05,-0.57884777,-0.09014997
2019-01-10 07:00:00,234.45709,,2.0,237.88817,,7.317914e-05,-0.5820558,-0.08542123
2019-01-10 08:00:00,234.10107,,2.0,237.55475,,7.676333e-05,-0.5894782,-0.096372
2019-01-10 09:00:00,234.05154,,2.0,237.50218,,7.9451595e-05,-0.59388137,-0.11223818
2019-01-10 10:00:00,234.175,,2.0,237.62317,,8.1542414e-05,-0.6035682,-0.10526951
2019-01-10 11:00:00,234.47864,,2.0,237.8968,,8.3483756e-05,-0.6002344,-0.09469205
