time,d2m,ssrd,t2m,tp,u10,v10
2020-01-05 15:00:00,243.21745,-1.0,245.34647,0.0002859328,0.5907676,2.3905916
2020-01-05 16:00:00,243.48795,-1.0,245.69843,0.00029241107,0.4428705,2.246759
2020-01-05 17:00:00,242.75278,-1.0,245.1338,0.00030148216,0.27286392,2.149344
2020-01-05 18:00:00,242.57301,-1.0,244.96016,0.00031098444,0.068727255,2.1703672
2020-01-05 19:00:00,243.07246,-1.0,245.44954,0.00032480527,0.04983765,2.342092
2020-01-05 20:00:00,244.13155,-1.0,246.4246,0.00034035463,0.15695035,2.3812246
2020-01-05 21:00:00,245.0855,-1.0,247.23158,0.00035244878,0.20803821,2.3701925
2020-01-05 22:00:00,245.54338,-1.0,247.62625,0.0003641108,0.12217629,2.329811
2020-01-05 23:00:00,245.06259,-1.0,247.12665,0.00038009137,0.044900566,2.3427167
2020-01-06 00:00:00,246.04028,-1.0,248.16208,0.00039736833,0.032450587,2.2638273
2020-01-06 01:00:00,245.3475,-1.0,247.63368,1.943577e-05,0.03159198,2.1593351
2020-01-06 02:00:00,245.46114,-1.0,247.76927,4.9239025e-05,-0.02314499,2.0823193
2020-01-06 03:00:00,246.304,-1.0,248.5391,8.336082e-05,-0.13948789,2.0783644
2020-01-06 04:00:00,246.7975,-1.0,248.96906,0.00011877809,-0.18156019,2.1152072
2020-01-06 05:00:00,247.30966,-1.0,249.34422,0.00016197097,-0.19744465,2.2038796
2020-01-06 06:00:00,247.59967,-1.0,249.4733,0.00020861812,-0.23479459,2.3325171
2020-01-06 07:00:00,248.9089,-1.0,250.69537,0.00026735943,-0.27944276,2.3437574
2020-01-06 08:00:00,249.17091,-1.0,250.90247,0.000326965,-0.16202661,2.4099495
2020-01-06 09:00:00,249.64662,-1.0,251.4355,0.00038829818,-0.01584673,2.3089962
2020-01-06 10:00:00,250.62346,-1.0,252.39478,0.00046518072,0.34777844,2.1743221
2020-01-06 11:00:00,251.44597,-1.0,253.07361,0.00055026915,0.85049987,2.03944
2020-01-06 12:00:00,251.10509,-1.0,252.4765,0.00061808154,1.6672614,2.0802376
2020-01-06 13:00:00,250.30717,-1.0,251.5265,0.00065263454,2.3683238,2.2821445
2020-01-06 14:00:00,249.99428,-1.0,251.04362,0.00067034364,2.5084934,2.3939219
2020-01-06 15:00:00,250.12062,-1.0,251.21541,0.00068675727,2.2564886,2.271737
2020-01-06 16:00:00,250.47337,-1.0,251.81903,0.00070619304,1.7151294,2.0475578
2020-01-06 17:00:00,250.78201,-1.0,252.431,0.0007260619,1.1939476,1.9097615
2020-01-06 18:00:00,250.44878,-1.0,252.39291,0.0007476583,0.77580005,1.8081836
2020-01-06 19:00:00,249.78908,-1.0,251.86081,0.0007718457,0.33790433,1.8285824
2020-01-06 20:00:00,249.70258,-1.0,251.80138,0.00079560187,0.2503252,1.8081836
2020-01-06 21:00:00,249.5296,-1.0,251.65466,0.00081503764,0.1786305,1.8217134
2020-01-06 22:00:00,248.98352,-1.0,251.16806,0.00082929153,0.02429372,1.8058939
2020-01-06 23:00:00,248.57396,-1.0,250.7641,0.00083792955,0.0013256669,1.8491894
2020-01-07 00:00:00,247.82945,-1.0,250.08249,0.00084440876,0.03116268,1.8566829
2020-01-07 01:00:00,247.1918,-1.0,249.52159,6.47828e-06,0.02601096,1.8623029
2020-01-07 02:00:00,246.51428,-1.0,248.91891,1.2525357e-05,-0.14979127,1.9243321
2020-01-07 03:00:00,245.49165,-1.0,248.02371,2.0732172e-05,-0.33739957,1.891236
2020-01-07 04:00:00,244.85231,-1.0,247.45354,4.232768e-05,-0.3556452,1.807351
2020-01-07 05:00:00,245.01257,-1.0,247.65134,9.631831e-05,-0.5074061,1.665808
2020-01-07 06:00:00,245.77573,-1.0,248.40909,0.00018270314,-0.47177342,1.5981586
2020-01-07 07:00:00,246.5677,-1.0,249.08513,0.0002310779,-0.04632768,1.7282534
2020-01-07 08:00:00,247.59543,-1.0,249.98312,0.00026001688,0.37697148,1.7036915
2020-01-07 09:00:00,248.32552,-1.0,250.5951,0.0002768617,0.72278035,1.664559
2020-01-07 10:00:00,248.48578,-1.0,250.78639,0.00028895587,0.8049931,1.6218879
